;Kingdom;Phylum;Class;Order;Family;Genus;Species
ASV_7172;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;NA;NA
ASV_7173;Bacteria;NA;NA;NA;NA;NA;NA
ASV_7174;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
ASV_7175;Bacteria;NA;NA;NA;NA;NA;NA
ASV_7176;Bacteria;NA;NA;NA;NA;NA;NA
ASV_7177;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7178;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;NA
ASV_7179;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV_7180;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;NA;NA
ASV_7181;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus Soleaferrea;NA
ASV_7182;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;islandensis
ASV_7183;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV_7184;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;NA
ASV_7185;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;NA;NA
ASV_7186;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV_7187;Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;NA;NA;NA
ASV_7188;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;celer
ASV_7189;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV_7190;Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;NA
ASV_7191;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV_7192;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7193;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;NA;NA
ASV_7194;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;NA
ASV_7195;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;NA
ASV_7196;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV_7197;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;p-1088-a5 gut group;NA
ASV_7198;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;NA
ASV_7199;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;dgA-11 gut group;NA
ASV_7200;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
ASV_7201;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV_7202;Bacteria;Firmicutes;NA;NA;NA;NA;NA
ASV_7203;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV_7204;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7205;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;SH-PL14;NA
ASV_7206;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;NA;NA
ASV_7207;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV_7208;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;NA
ASV_7209;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;NA
ASV_7210;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Shuttleworthia;NA
ASV_7211;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV_7212;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;COB P4-1 termite group;NA;NA
ASV_7213;Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
ASV_7214;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;NA;NA
ASV_7215;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;NA;NA;NA
ASV_7216;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;NA
ASV_7217;Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;NA
ASV_7218;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Candidatus Symbiothrix;NA
ASV_7219;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
ASV_7220;Bacteria;Cyanobacteria;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;Leptolyngbya PCC-6306;NA
ASV_7221;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;NA;NA;NA
ASV_7222;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA;NA
ASV_7223;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7224;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;NA;NA
ASV_7225;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;NA
ASV_7226;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7227;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;NA
ASV_7228;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;NA
ASV_7229;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;NA
ASV_7230;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7231;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;NA
ASV_7232;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
ASV_7233;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA;NA
ASV_7234;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-002;NA
ASV_7235;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7236;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;NA
ASV_7237;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV_7238;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV_7239;Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;NA
ASV_7240;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7241;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;F0332;NA
ASV_7242;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Bombilactobacillus;NA
ASV_7243;Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;NA
ASV_7244;Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;NA
ASV_7245;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7246;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;NA
ASV_7247;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium] nodatum group;NA
ASV_7248;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;NA
ASV_7249;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;NA
ASV_7250;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium;NA
ASV_7251;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;NA
ASV_7252;Bacteria;Chloroflexi;TK10;NA;NA;NA;NA
ASV_7253;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA
ASV_7254;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV_7255;Bacteria;Chloroflexi;KD4-96;NA;NA;NA;NA
ASV_7256;Bacteria;NA;NA;NA;NA;NA;NA
ASV_7257;Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;NA
ASV_7258;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;NA;NA
ASV_7259;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV_7260;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Gryllotalpicola;NA
ASV_7261;Bacteria;Myxococcota;Polyangia;Polyangiales;NA;NA;NA
ASV_7262;Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae;Anaerofustis;NA
ASV_7263;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA;NA
ASV_7264;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactovum;NA
ASV_7265;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV_7266;Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;NA;NA;NA
ASV_7267;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;NA
ASV_7268;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA;NA
ASV_7269;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV_7270;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;NA
ASV_7271;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7272;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7273;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Acetitomaculum;NA
ASV_7274;Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;NA
ASV_7275;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-003;NA
ASV_7276;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA
ASV_7277;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Lawsonella;clevelandensis
ASV_7278;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;NA
ASV_7279;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;NA;NA
ASV_7280;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV_7281;Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;NA
ASV_7282;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;NA
ASV_7283;Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
ASV_7284;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV_7285;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;NA;NA;NA
ASV_7286;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Patulibacter;NA
ASV_7287;Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;NA;NA
ASV_7288;Bacteria;Verrucomicrobiota;Verrucomicrobiae;UA11;NA;NA;NA
ASV_7289;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7290;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae;Iamia;NA
ASV_7291;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;NA
ASV_7292;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV_7293;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;NA
ASV_7294;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;NA
ASV_7295;Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;NA
ASV_7296;Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;NA;NA;NA
ASV_7297;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;NA
ASV_7298;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;NA
ASV_7299;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA;NA
ASV_7300;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;NA
ASV_7301;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium;NA
ASV_7302;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;NA
ASV_7303;Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium;NA
ASV_7304;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV_7305;Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;NA
ASV_7306;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptostreptococcus;NA
ASV_7307;Bacteria;Planctomycetota;NA;NA;NA;NA;NA
ASV_7308;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;NA
ASV_7309;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA
ASV_7310;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;NA
ASV_7311;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7312;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Candidatus Arthromitus;NA
ASV_7313;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
ASV_7314;Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;NA;NA;NA
ASV_7315;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;oryzae
ASV_7316;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
ASV_7317;Bacteria;Firmicutes;Clostridia;Clostridiales;Caloramatoraceae;Fonticella;NA
ASV_7318;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA;NA
ASV_7319;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA;NA
ASV_7320;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;NA
ASV_7321;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus Rhabdochlamydia;NA
ASV_7322;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;NA
ASV_7323;Bacteria;Patescibacteria;Berkelbacteria;NA;NA;NA;NA
ASV_7324;Bacteria;Chloroflexi;TK10;NA;NA;NA;NA
ASV_7325;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV_7326;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7327;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
ASV_7328;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV_7329;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;NA
ASV_7330;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
ASV_7331;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;NA;NA
ASV_7332;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
ASV_7333;Bacteria;Firmicutes;Negativicutes;NA;NA;NA;NA
ASV_7334;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;NA
ASV_7335;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV_7336;Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Peptococcus;NA
ASV_7337;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosomonas;NA
ASV_7338;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7339;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
ASV_7340;Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 17;NA;NA;NA
ASV_7341;Bacteria;Chloroflexi;TK10;NA;NA;NA;NA
ASV_7342;Bacteria;Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;NA
ASV_7343;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7344;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7345;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;NA;NA;NA
ASV_7346;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV_7347;Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;NA;NA;NA
ASV_7348;Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;NA
ASV_7349;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV_7350;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;NA;NA
ASV_7351;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;NA
ASV_7352;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV_7353;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
ASV_7354;Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;minutum
ASV_7355;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV_7356;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV_7357;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;NA;NA
ASV_7358;Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;NA;NA;NA
ASV_7359;Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;NA
ASV_7360;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;NA
ASV_7361;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;NA
ASV_7362;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV_7363;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;NA
ASV_7364;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA
ASV_7365;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;NA
ASV_7366;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV_7367;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;NA;NA
ASV_7368;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;NA;NA;NA
ASV_7369;Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;NA
ASV_7370;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodovastum;NA
ASV_7371;Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;NA;NA;NA
ASV_7372;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA;NA
ASV_7373;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV_7374;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV_7375;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7376;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;NA
ASV_7377;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV_7378;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV_7379;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;NA
ASV_7380;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;NA
ASV_7381;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV_7382;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV_7383;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV_7384;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;NA
ASV_7385;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;NA
ASV_7386;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7387;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV_7388;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA
ASV_7389;Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;NA
ASV_7390;Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Victivallaceae;NA;NA
ASV_7391;Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;vadinBE97;NA;NA
ASV_7392;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;NA;NA;NA
ASV_7393;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;M2PB4-65 termite group;NA;NA
ASV_7394;Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;NA;NA
ASV_7395;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;NA;NA
ASV_7396;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV_7397;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA
ASV_7398;Bacteria;Planctomycetota;BD7-11;NA;NA;NA;NA
ASV_7399;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA;NA
ASV_7400;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV_7401;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;NA;NA;NA
ASV_7402;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV_7403;Bacteria;NA;NA;NA;NA;NA;NA
ASV_7404;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV_7405;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;NA
ASV_7406;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;NA;NA
ASV_7407;Bacteria;Planctomycetota;vadinHA49;NA;NA;NA;NA
ASV_7408;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV_7409;Bacteria;NA;NA;NA;NA;NA;NA
ASV_7410;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV_7411;Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;NA
ASV_7412;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA
ASV_7413;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7414;Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;NA
ASV_7415;Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;NA;NA;NA
ASV_7416;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;CPla-4 termite group;NA
ASV_7417;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;NA
ASV_7418;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV_7419;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin516;NA
ASV_7420;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;micra
ASV_7421;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Ruminobacter;NA
ASV_7422;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;NA
ASV_7423;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV_7424;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7425;Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;NA;NA;NA
ASV_7426;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;NA
ASV_7427;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;NA;NA
ASV_7428;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
ASV_7429;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;NA
ASV_7430;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV_7431;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV_7432;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7433;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV_7434;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
ASV_7435;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
ASV_7436;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
